Complaint ID,Company Response to Consumer,Timely Response,Consumer Disputed
626146,Closed with explanation,Yes,No
662787,Closed with explanation,Yes,No
655643,Closed with explanation,Yes,No
670538,Closed with explanation,Yes,No
663136,Closed with explanation,Yes,No
655647,Closed with explanation,Yes,Yes
655649,Closed with non-monetary relief,Yes,No
640058,Closed with explanation,Yes,No
640120,Closed with explanation,Yes,Yes
640290,Closed with explanation,Yes,Yes
655652,Closed with explanation,Yes,No
670547,Closed with explanation,Yes,No
664497,Closed with explanation,Yes,Yes
655655,Closed with explanation,Yes,No
626158,Closed with explanation,Yes,No
640369,Closed with explanation,Yes,No
655634,Closed with explanation,Yes,Yes
664506,Closed with explanation,Yes,No
642203,Closed with explanation,Yes,No
664081,Closed with explanation,Yes,No
670557,Closed with explanation,Yes,No
655474,Closed with explanation,Yes,Yes
626170,Closed with explanation,Yes,No
640091,Closed with explanation,Yes,No
635921,Closed with explanation,Yes,Yes
669391,Closed with explanation,Yes,Yes
640528,Closed with monetary relief,Yes,No
664467,Closed with explanation,Yes,No
656481,Closed with explanation,Yes,No
647869,Closed with explanation,Yes,No
646979,Closed with explanation,Yes,No
656497,Closed with explanation,Yes,No
663170,Closed with explanation,Yes,No
626193,Closed with non-monetary relief,Yes,No
663157,Closed with explanation,Yes,No
640695,Closed with explanation,Yes,No
647876,Closed with non-monetary relief,Yes,No
646982,Closed with explanation,Yes,No
640725,Closed with explanation,Yes,No
656192,Closed with non-monetary relief,Yes,No
626195,Closed with non-monetary relief,Yes,Yes
626198,Closed with explanation,Yes,No
646983,Closed with explanation,Yes,No
662920,Closed with explanation,Yes,No
670583,Closed with explanation,Yes,No
640584,Closed with monetary relief,Yes,No
640834,Closed with explanation,Yes,No
626200,Closed with explanation,Yes,No
647885,Closed with explanation,Yes,No
656335,Closed with explanation,Yes,No
670587,Closed with explanation,Yes,No
663181,Closed with explanation,Yes,Yes
647887,Closed with explanation,Yes,No
664448,Closed,Yes,No
626710,Closed,Yes,Yes
662704,Closed with explanation,Yes,No
640382,Closed with explanation,Yes,Yes
640551,Closed with explanation,Yes,No
663197,Closed with monetary relief,Yes,No
626221,Closed with non-monetary relief,Yes,No
627580,Closed with explanation,Yes,No
670609,Closed with monetary relief,Yes,No
655701,Closed with explanation,Yes,Yes
640596,Closed with explanation,Yes,No
662783,Closed with explanation,Yes,No
672039,Closed with non-monetary relief,Yes,No
640589,Closed with explanation,Yes,No
672046,Closed with explanation,Yes,No
655726,Closed with explanation,Yes,Yes
626233,Closed with explanation,Yes,Yes
672049,Closed with explanation,Yes,No
670619,Closed with monetary relief,Yes,No
626239,Closed with explanation,Yes,No
640415,Closed with monetary relief,Yes,No
670618,Closed,Yes,No
663246,Closed with explanation,Yes,No
647027,Closed with monetary relief,Yes,No
669454,Closed with explanation,Yes,No
670623,Closed with explanation,Yes,Yes
670624,Closed with explanation,Yes,Yes
670627,Closed with explanation,Yes,No
670631,Closed with explanation,Yes,Yes
655748,Closed with explanation,Yes,No
670637,Closed with explanation,Yes,No
640430,Closed with monetary relief,Yes,No
655750,Closed with explanation,Yes,No
655751,Closed with explanation,Yes,No
670644,Closed with monetary relief,Yes,No
655586,Closed with explanation,Yes,No
655485,Closed with explanation,Yes,Yes
647960,Closed with explanation,Yes,No
647964,Closed with non-monetary relief,Yes,No
655761,Closed with explanation,Yes,No
626268,Closed with explanation,Yes,No
626632,Closed with explanation,Yes,No
655533,Closed with non-monetary relief,Yes,No
655766,Closed with explanation,Yes,No
646930,Closed with explanation,Yes,No
672186,Closed with monetary relief,Yes,No
640454,Closed with explanation,Yes,No
670678,Closed with explanation,Yes,No
626626,Closed with explanation,Yes,No
626285,Closed with non-monetary relief,Yes,No
670684,Closed with explanation,Yes,No
647989,Closed with explanation,Yes,No
656881,Closed with explanation,Yes,Yes
655778,Closed with explanation,Yes,No
655526,Closed with explanation,Yes,
640453,Closed with explanation,Yes,No
663314,Closed with explanation,Yes,No
656371,Closed with explanation,Yes,Yes
663317,Closed with explanation,Yes,No
670703,Closed with explanation,Yes,Yes
647048,Closed with explanation,Yes,Yes
655732,Closed with explanation,Yes,No
655808,Closed with monetary relief,Yes,No
663343,Closed with explanation,Yes,No
655708,Closed with explanation,Yes,Yes
648016,Closed with explanation,Yes,No
648042,Closed with explanation,Yes,No
640516,Closed with explanation,Yes,No
640521,Closed with explanation,Yes,No
663353,Closed with explanation,Yes,No
640524,Closed with explanation,Yes,No
663224,Closed with explanation,Yes,No
670767,Closed with non-monetary relief,Yes,No
648054,Closed with non-monetary relief,Yes,No
648058,Closed with explanation,Yes,No
624071,Closed with explanation,Yes,Yes
648060,Closed,No,
641677,Closed with explanation,Yes,No
640049,Closed with explanation,Yes,No
646846,Closed with explanation,Yes,No
640538,Closed with explanation,Yes,No
626361,Closed with non-monetary relief,Yes,Yes
648507,Closed with explanation,Yes,No
670766,Closed with explanation,Yes,No
639993,Closed with monetary relief,Yes,No
663376,Closed with explanation,Yes,No
648070,Closed with explanation,Yes,No
626374,Closed with explanation,Yes,No
626378,Closed with non-monetary relief,Yes,Yes
626358,Closed with explanation,Yes,No
641933,Closed with non-monetary relief,Yes,No
648087,Closed with explanation,Yes,No
655603,Closed with explanation,Yes,Yes
663394,Closed with non-monetary relief,Yes,No
640566,Closed with explanation,Yes,No
640570,Closed with explanation,Yes,No
663395,Closed with explanation,Yes,No
626389,Closed with non-monetary relief,Yes,No
670792,Closed with explanation,Yes,No
648096,Closed with explanation,Yes,No
663396,Closed with explanation,Yes,No
655874,Closed with explanation,Yes,No
640226,Closed with explanation,Yes,Yes
648099,Closed with explanation,Yes,No
663295,Closed with non-monetary relief,Yes,No
663417,Closed with explanation,Yes,Yes
669406,Closed with explanation,Yes,No
663420,Closed with explanation,Yes,No
665167,Closed with explanation,Yes,Yes
640593,Closed with explanation,Yes,No
646962,Closed with explanation,Yes,No
670800,Closed with explanation,Yes,No
670801,Closed with explanation,Yes,No
670803,Closed with monetary relief,Yes,No
670809,Closed with explanation,Yes,Yes
626418,Closed with explanation,Yes,No
663433,Closed with explanation,Yes,No
665168,Closed with non-monetary relief,Yes,No
627536,Closed with explanation,Yes,No
648130,Closed with explanation,Yes,No
687263,Closed,Yes,Yes
648132,Closed with explanation,Yes,No
626422,Closed with explanation,Yes,No
648143,Closed with explanation,Yes,No
626424,Closed with explanation,Yes,No
669251,Closed with explanation,Yes,No
626428,Closed with monetary relief,Yes,No
662680,Closed with non-monetary relief,Yes,No
626431,Closed with explanation,Yes,No
626434,Closed with explanation,Yes,No
627564,Closed with non-monetary relief,Yes,No
646871,Closed with non-monetary relief,Yes,No
669322,Closed with explanation,Yes,No
655925,Closed with explanation,Yes,Yes
648163,Closed with explanation,Yes,Yes
646849,Closed with non-monetary relief,Yes,No
646897,Closed with explanation,Yes,No
640631,Closed with explanation,Yes,No
672526,Closed with explanation,Yes,No
670849,Closed with explanation,Yes,No
648173,Closed with explanation,Yes,No
663163,Closed with explanation,Yes,No
648179,Closed with explanation,Yes,Yes
627571,Closed with non-monetary relief,Yes,No
640671,Closed with monetary relief,Yes,No
655952,Closed with explanation,Yes,No
648188,Closed with explanation,Yes,Yes
662934,Closed with explanation,Yes,No
655950,Closed with explanation,Yes,No
655479,Closed,Yes,No
648195,Closed with explanation,Yes,No
626466,Closed with explanation,Yes,No
626161,Closed with explanation,No,
663501,Closed with explanation,Yes,Yes
655957,Closed with explanation,Yes,No
655527,Closed with explanation,Yes,No
662765,Closed with explanation,Yes,Yes
626469,Closed with explanation,Yes,No
655601,Closed with non-monetary relief,Yes,No
673485,Closed with explanation,Yes,No
640635,Closed with explanation,Yes,No
640698,Closed with explanation,Yes,No
648213,Closed with explanation,Yes,
640703,Closed with non-monetary relief,Yes,No
648214,Closed with explanation,Yes,No
670906,Closed with explanation,Yes,No
648222,Closed with explanation,Yes,No
670910,Closed with explanation,Yes,Yes
655975,Closed with explanation,Yes,No
640715,Closed with explanation,Yes,No
626501,Closed with explanation,Yes,No
626502,Closed with monetary relief,Yes,No
648233,Closed with explanation,Yes,No
640079,Closed with explanation,Yes,No
663550,Closed with non-monetary relief,Yes,No
648238,Closed with explanation,Yes,No
662727,Closed with explanation,Yes,No
648240,Closed with explanation,Yes,No
647036,Closed with explanation,Yes,No
663553,Closed with explanation,Yes,No
664591,Closed with explanation,Yes,No
655710,Closed with explanation,Yes,Yes
648245,Closed with explanation,Yes,Yes
664452,Closed with explanation,Yes,No
640734,Closed with non-monetary relief,Yes,No
662884,Closed with explanation,Yes,No
664544,Closed with explanation,Yes,No
663561,Closed with explanation,No,No
648251,Closed with explanation,Yes,No
648735,Closed with explanation,Yes,No
656913,Closed with explanation,Yes,Yes
670947,Closed with non-monetary relief,Yes,Yes
648252,Closed with explanation,Yes,No
626528,Closed with explanation,Yes,No
648486,Closed with explanation,Yes,Yes
662826,Closed with monetary relief,Yes,No
626532,Closed,Yes,No
656021,Closed with explanation,Yes,No
648256,Closed with explanation,Yes,No
663570,Untimely response,No,
670961,Closed with explanation,Yes,No
671476,Closed with non-monetary relief,Yes,No
655594,Closed with explanation,Yes,No
663579,Closed with explanation,Yes,No
648265,Closed with explanation,Yes,Yes
648266,Closed with explanation,Yes,No
648269,Closed with explanation,Yes,Yes
627706,Closed with explanation,Yes,No
670969,Closed with explanation,Yes,No
656033,Closed with explanation,Yes,No
670974,Closed,Yes,Yes
656912,Closed with monetary relief,Yes,No
656035,Closed with explanation,Yes,No
627708,Closed with explanation,Yes,No
663588,Closed with explanation,Yes,No
640088,Closed with non-monetary relief,Yes,No
656548,Closed with explanation,Yes,No
628928,Closed,Yes,No
669373,Closed with explanation,Yes,No
656911,Closed with explanation,Yes,No
648289,Closed with explanation,Yes,No
648332,Closed with explanation,Yes,No
648282,Closed with explanation,Yes,No
656853,Closed with explanation,Yes,No
671003,Closed with explanation,Yes,No
640794,Closed with explanation,Yes,No
648297,Closed,Yes,Yes
662595,Closed with explanation,Yes,No
663615,Closed with explanation,Yes,No
627725,Closed with explanation,Yes,Yes
648302,Closed with explanation,Yes,Yes
655484,Closed with non-monetary relief,Yes,No
663848,Closed with explanation,Yes,No
663849,Closed with explanation,Yes,No
662887,Closed with explanation,Yes,No
662655,Closed with explanation,Yes,No
648300,Closed with explanation,Yes,No
640813,Closed with explanation,Yes,No
656074,Closed with non-monetary relief,Yes,No
646945,Closed with explanation,Yes,No
665159,Closed with explanation,Yes,No
648319,Closed with explanation,Yes,No
648323,Closed with explanation,Yes,Yes
656081,Closed with explanation,Yes,No
648326,Closed with explanation,Yes,No
648327,Closed with explanation,Yes,No
648328,Closed with explanation,Yes,Yes
671051,Closed with non-monetary relief,Yes,No
669345,Closed with non-monetary relief,Yes,No
628967,Closed with explanation,Yes,No
656096,Closed with explanation,Yes,Yes
648337,Closed with explanation,Yes,Yes
671053,Closed with explanation,Yes,No
640061,Closed with monetary relief,Yes,No
656099,Closed with explanation,Yes,No
648339,Closed with monetary relief,Yes,No
627762,Closed with explanation,Yes,No
648723,Closed with non-monetary relief,Yes,No
669348,Closed with explanation,Yes,No
640994,Closed with explanation,Yes,No
648716,Closed with explanation,Yes,No
627772,Closed with explanation,Yes,No
648733,Closed with non-monetary relief,Yes,No
648358,Closed with explanation,Yes,No
648683,Closed with explanation,Yes,Yes
648359,Closed with explanation,Yes,No
627775,Closed with explanation,Yes,No
627776,Closed with explanation,Yes,Yes
662671,Closed with monetary relief,Yes,No
677280,Closed with explanation,Yes,No
648364,Closed with explanation,Yes,No
646865,Closed with explanation,Yes,No
662867,Closed with explanation,Yes,No
627784,Closed with explanation,Yes,No
676863,Closed with explanation,Yes,Yes
677286,Closed,Yes,Yes
656128,Closed with non-monetary relief,Yes,No
627797,Closed with explanation,Yes,No
669353,Closed with explanation,Yes,No
648375,Closed with monetary relief,Yes,No
648378,Closed with non-monetary relief,Yes,No
669356,Closed with explanation,Yes,No
664553,Closed with explanation,Yes,No
656137,Closed with explanation,Yes,No
646855,Closed with explanation,Yes,No
663694,Closed with explanation,Yes,No
663669,Closed with explanation,No,No
663670,Closed with non-monetary relief,Yes,No
677294,Closed with non-monetary relief,Yes,No
677288,Closed with explanation,Yes,Yes
640877,Closed with explanation,Yes,No
627807,Closed with non-monetary relief,Yes,No
648382,Closed with explanation,Yes,No
648385,Closed with monetary relief,Yes,No
665136,Closed with explanation,Yes,No
